account_id,geo_match_count,geo_under_500_count,geo_between_501_1000_count,geo_between_1001_1599_count,geo_between_1600_1800_count,geo_proximity_score,connections,matched_locations,memo_values
ACCT00884,3,1,0,2,0,16,3,Normal non-reference transaction location,3
ACCT00308,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00309,3,1,2,0,0,24,3,"Normal non-reference transaction location; Bridge of the Americas Port Entry, El Paso, TX",3
ACCT00343,4,0,2,1,1,19,4,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location",4
ACCT00310,2,0,1,1,0,10,2,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",1
ACCT00431,2,0,0,1,1,5,2,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",2
ACCT00311,2,1,0,1,0,13,2,"Normal non-reference transaction location; Bay of Campeche, Veracruz, Mexico",2
ACCT01353,3,2,0,1,0,23,3,"Normal non-reference transaction location; Veracruz de Ignacio de la Llave, Mexico; Bay of Campeche, Veracruz, Mexico",3
ACCT00312,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT00625,3,0,0,1,2,7,3,Normal non-reference transaction location,3
ACCT00313,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT00481,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT00314,0,0,0,0,0,0,1,,1
ACCT02155,2,0,2,0,0,14,3,"Normal non-reference transaction location; Veracruz de Ignacio de la Llave, Mexico",3
ACCT00316,1,1,0,0,0,10,1,"Av Central 450, Reynosa, Tamaulipas",1
ACCT00317,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01801,3,0,1,1,1,12,3,Normal non-reference transaction location,3
ACCT00318,2,0,1,0,1,9,3,Normal non-reference transaction location,3
ACCT01525,2,0,0,1,1,5,2,Normal non-reference transaction location,1
ACCT00319,3,1,1,0,1,19,3,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",3
ACCT01642,3,2,0,0,1,22,5,"Normal non-reference transaction location; 5900 Highway 225, Deer Park, TX",5
ACCT00320,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01956,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT00321,3,0,1,2,0,13,3,"Xiamen Section, China Pilot Free Trade Zone; Normal non-reference transaction location; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",3
ACCT00943,2,0,0,1,1,5,2,"Normal non-reference transaction location; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",2
ACCT00322,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01741,2,0,1,1,0,10,2,"Normal non-reference transaction location; Xiamen Section, China Pilot Free Trade Zone",2
ACCT01513,3,0,0,2,1,8,3,"Normal non-reference transaction location; Badiraguato, Sinaloa, Mexico",2
ACCT00602,1,0,0,0,1,2,2,Normal non-reference transaction location,2
ACCT00325,4,1,1,1,1,22,4,Normal non-reference transaction location,4
ACCT01168,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00326,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01651,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00327,2,0,0,1,1,5,2,Normal non-reference transaction location,1
ACCT00732,2,0,0,1,1,5,2,"Normal non-reference transaction location; Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico",2
ACCT00328,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02062,4,1,2,1,0,27,4,"Normal non-reference transaction location; Xiamen Section, China Pilot Free Trade Zone",4
ACCT02475,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT00330,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01692,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00331,1,0,1,0,0,7,1,"Anliang Dongyi Financial Plaza, Hefei, Anhui, China",1
ACCT00633,2,0,2,0,0,14,2,"Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",2
ACCT00332,2,1,1,0,0,17,3,Normal non-reference transaction location,3
ACCT00333,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00936,3,1,1,0,1,19,3,"Normal non-reference transaction location; Yanking Blvd, Jiangtan, Jiang'an District, Wuhan, China",3
ACCT00334,2,0,1,0,1,9,2,Normal non-reference transaction location,2
ACCT02383,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00335,1,1,0,0,0,10,1,"Matamoros, Tamaulipas, Mexico",1
ACCT00336,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01743,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00337,3,0,0,1,2,7,4,"Normal non-reference transaction location; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz; Badiraguato, Sinaloa, Mexico",3
ACCT01598,2,0,1,0,1,9,2,"Normal non-reference transaction location; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",2
ACCT01827,4,1,1,0,2,21,4,"Normal non-reference transaction location; Xiamen Section, China Pilot Free Trade Zone",3
ACCT00339,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00340,2,1,1,0,0,17,2,"Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY",2
ACCT00626,2,0,2,0,0,14,3,"Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY",3
ACCT00341,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00381,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00342,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT01325,5,2,2,1,0,37,5,Normal non-reference transaction location,5
ACCT00344,1,0,0,1,0,3,1,"Badiraguato, Sinaloa, Mexico",1
ACCT00345,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01852,5,0,2,2,1,22,5,Normal non-reference transaction location,5
ACCT00346,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00347,0,0,0,0,0,0,1,,1
ACCT01917,1,0,1,0,0,7,3,Normal non-reference transaction location,3
ACCT00348,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT01342,3,0,1,1,1,12,3,Normal non-reference transaction location,2
ACCT00349,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT01728,3,1,0,2,0,16,3,Normal non-reference transaction location,3
ACCT00350,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00978,3,2,0,1,0,23,3,Normal non-reference transaction location,3
ACCT01877,3,2,0,0,1,22,3,"Brownsville, TX; Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China",2
ACCT00352,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00457,2,1,0,0,1,12,2,"Normal non-reference transaction location; Cadereyta Jimenez, Nuevo Leon, Mexico",2
ACCT00353,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01005,3,0,3,0,0,21,3,Normal non-reference transaction location,3
ACCT00430,3,1,2,0,0,24,3,"Normal non-reference transaction location; Nogales, AZ; San Luis, AZ",3
ACCT00355,2,1,1,0,0,17,2,"Nogales, AZ; PRC to Sinaloa Corridor",2
ACCT00356,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT02047,1,0,0,1,0,3,3,Normal non-reference transaction location,3
ACCT00357,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT01806,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT00358,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01468,3,1,1,0,1,19,4,Normal non-reference transaction location,4
ACCT00359,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02407,2,1,0,1,0,13,3,Normal non-reference transaction location,3
ACCT00361,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00651,3,1,1,0,1,19,3,Normal non-reference transaction location,2
ACCT00362,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT02063,4,2,0,1,1,25,4,Normal non-reference transaction location,4
ACCT00363,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT00364,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01476,2,2,0,0,0,20,2,Normal non-reference transaction location,2
ACCT00365,1,0,1,0,0,7,1,"Lazaro Cardenas Port, Michoacan, Mexico",1
ACCT01489,1,0,1,0,0,7,2,"Lazaro Cardenas Port, Michoacan, Mexico",2
ACCT00366,1,0,0,0,1,2,2,Normal non-reference transaction location,2
ACCT00367,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01823,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00368,4,2,1,1,0,30,4,"Normal non-reference transaction location; Lazaro Cardenas, Michoacan, Mexico",4
ACCT01036,6,1,4,1,0,41,6,"Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY; 2350 N Sam Houston Parkway East, Houston, TX; Manzanillo, Colima, Mexico",6
ACCT00369,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02263,4,1,1,2,0,23,4,"Normal non-reference transaction location; Cadereyta Jimenez, Nuevo Leon, Mexico",4
ACCT00370,2,0,2,0,0,14,2,"Xiamen Section, China Pilot Free Trade Zone; Hanhong Medicine Technology Company, Wuhan, China",2
ACCT00371,1,0,0,1,0,3,1,"5900 Highway 225, Deer Park, TX",1
ACCT00894,2,0,0,2,0,6,2,"Normal non-reference transaction location; 5900 Highway 225, Deer Park, TX",2
ACCT00372,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00373,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT00531,3,0,2,1,0,17,3,Normal non-reference transaction location; PRC to Sinaloa Corridor,2
ACCT00375,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00608,3,2,0,1,0,23,3,Normal non-reference transaction location,2
ACCT00376,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01541,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00377,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT01537,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00378,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01706,2,0,0,2,0,6,3,Normal non-reference transaction location,3
ACCT00379,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00380,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT00462,4,1,1,1,1,22,4,"Normal non-reference transaction location; Nogales, AZ; San Luis, AZ",4
ACCT00382,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00384,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT02075,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00385,2,1,1,0,0,17,2,"Normal non-reference transaction location; Tamazula de Gordiano, Jalisco, Mexico",1
ACCT00386,2,0,1,1,0,10,2,"Normal non-reference transaction location; Bachigualato, Culiacan, Sinaloa",2
ACCT00387,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01269,3,1,0,2,0,16,3,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location; 111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001",3
ACCT01587,4,2,1,0,1,29,4,Normal non-reference transaction location,4
ACCT00389,2,1,0,1,0,13,2,"Normal non-reference transaction location; Paseo International South, San Diego, CA",1
ACCT00390,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01243,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00391,5,3,1,0,1,39,5,"Normal non-reference transaction location; Rancho la Lagunita, Mezquital, Durango",5
ACCT02484,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00392,0,0,0,0,0,0,1,,1
ACCT02479,4,2,1,1,0,30,6,"Normal non-reference transaction location; 2350 N Sam Houston Parkway East, Houston, TX; Heroica Matamoros, Tamaulipas, Mexico",5
ACCT00393,1,0,1,0,0,7,1,"Manzanillo, Colima, Mexico",1
ACCT00838,5,3,1,0,1,39,5,"Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY; Manzanillo, Colima, Mexico",5
ACCT00394,2,0,0,1,1,5,2,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT00816,3,1,1,0,1,19,3,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT00395,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02393,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT01558,3,1,1,1,0,20,3,Normal non-reference transaction location,3
ACCT00397,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01414,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00398,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01678,3,1,1,1,0,20,3,"Normal non-reference transaction location; 216 Zhongshan East Rd, Shijiazhuang, Hebei, China",3
ACCT00399,1,0,0,1,0,3,1,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",1
ACCT00704,2,0,0,2,0,6,2,"Cadereyta Jimenez, Nuevo Leon, Mexico; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",2
ACCT00400,2,0,2,0,0,14,2,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",2
ACCT02366,2,0,1,1,0,10,2,"7141 Office City Dr, Houston, TX; Lincoln/Juarez Bridge, Laredo, TX",2
ACCT00401,2,1,0,1,0,13,2,Normal non-reference transaction location,1
ACCT01522,4,0,0,4,0,12,4,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location",4
ACCT00402,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT02135,3,1,0,1,1,15,3,Normal non-reference transaction location,3
ACCT00403,1,1,0,0,0,10,1,"Lincoln/Juarez Bridge, Laredo, TX",1
ACCT02332,2,1,0,0,1,12,2,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",2
ACCT02085,4,1,1,1,1,22,4,"Normal non-reference transaction location; Hanhong Medicine Technology Company, Wuhan, China; Lazaro Cardenas Port, Michoacan, Mexico",4
ACCT00405,4,1,1,1,1,22,4,Normal non-reference transaction location,4
ACCT00406,2,1,0,1,0,13,3,Normal non-reference transaction location,3
ACCT00410,4,1,1,2,0,23,4,"Normal non-reference transaction location; Juarez, Chihuahua, Mexico; Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico",4
ACCT00407,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT01267,3,2,0,1,0,23,3,Normal non-reference transaction location,2
ACCT00408,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01899,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00409,3,0,1,1,1,12,3,"Normal non-reference transaction location; 7141 Office City Dr, Houston, TX",3
ACCT00827,3,1,0,1,1,15,3,"Normal non-reference transaction location; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",3
ACCT00940,3,1,1,1,0,20,3,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location",3
ACCT00411,3,0,2,0,1,16,3,"Normal non-reference transaction location; Henan Ruiju Biotechnology, Zhengzhou, Henan, China",3
ACCT01347,4,0,2,1,1,19,4,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",3
ACCT00412,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00413,2,1,0,1,0,13,2,Normal non-reference transaction location,2
ACCT00414,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT00415,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT02249,4,4,0,0,0,40,4,"Normal non-reference transaction location; Hanhong Medicine Technology Company, Wuhan, China; Manzanillo, Colima, Mexico",4
ACCT00416,3,2,0,0,1,22,3,Normal non-reference transaction location,3
ACCT00519,2,2,0,0,0,20,2,"Normal non-reference transaction location; 2350 N Sam Houston Parkway East, Houston, TX",2
ACCT00417,1,0,0,1,0,3,1,"Lincoln/Juarez Bridge, Laredo, TX",1
ACCT00756,2,1,0,1,0,13,2,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",2
ACCT00418,1,0,1,0,0,7,1,"Lazaro Cardenas, Michoacan, Mexico",1
ACCT01447,2,0,2,0,0,14,2,"Jiangsu Bangdeya New Material Technology Company, Changzhou, China; Lazaro Cardenas, Michoacan, Mexico",2
ACCT00419,3,1,1,0,1,19,3,Normal non-reference transaction location,2
ACCT01795,1,0,0,0,1,2,2,Normal non-reference transaction location,2
ACCT00420,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00421,1,1,0,0,0,10,1,"Anliang Dongyi Financial Plaza, Hefei, Anhui, China",1
ACCT00422,3,1,0,1,1,15,3,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location",3
ACCT00423,1,0,0,1,0,3,1,"Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico",1
ACCT00702,3,0,1,1,1,12,4,"Normal non-reference transaction location; Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico",3
ACCT00424,3,1,1,0,1,19,3,"Normal non-reference transaction location; 2350 N Sam Houston Parkway East, Houston, TX",3
ACCT01905,2,1,0,1,0,13,2,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",2
ACCT00427,3,2,0,0,1,22,3,Normal non-reference transaction location,3
ACCT02114,3,2,0,1,0,23,3,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",3
ACCT00428,3,2,0,0,1,22,3,Normal non-reference transaction location,3
ACCT01605,2,1,0,1,0,13,2,Normal non-reference transaction location,1
ACCT00429,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT00989,4,1,2,1,0,27,4,"Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China; Nogales, AZ; Matamoros, Tamaulipas, Mexico",4
ACCT00432,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02146,2,0,0,1,1,5,3,"Normal non-reference transaction location; Jiangsu Bangdeya New Material Technology Company, Changzhou, China",3
ACCT00433,1,0,1,0,0,7,1,"Jiangsu Bangdeya New Material Technology Company, Changzhou, China",1
ACCT00571,4,1,2,1,0,27,4,"Normal non-reference transaction location; 111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001; Jiangsu Bangdeya New Material Technology Company, Changzhou, China",3
ACCT00434,4,1,1,1,1,22,4,"Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY",4
ACCT01480,2,1,1,0,0,17,2,Normal non-reference transaction location,2
ACCT00435,1,0,0,0,1,2,1,"Hanhong Medicine Technology Company, Wuhan, China",1
ACCT01833,2,1,0,0,1,12,2,"Normal non-reference transaction location; Hanhong Medicine Technology Company, Wuhan, China",2
ACCT00436,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01869,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT00437,0,0,0,0,0,0,1,,1
ACCT01711,2,1,0,1,0,13,4,"Blvd Dolores del Rio No. 704, Queretaro; Normal non-reference transaction location",4
ACCT00438,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT01779,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT00439,2,0,1,1,0,10,3,"Xiamen Section, China Pilot Free Trade Zone; Lazaro Cardenas Port, Michoacan, Mexico",3
ACCT02105,2,0,1,1,0,10,2,"Xiamen Section, China Pilot Free Trade Zone; Normal non-reference transaction location",2
ACCT00440,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01814,3,1,1,1,0,20,3,"Normal non-reference transaction location; Yanking Blvd, Jiangtan, Jiang'an District, Wuhan, China",3
ACCT00441,2,1,1,0,0,17,2,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",2
ACCT00442,1,0,1,0,0,7,2,"Lincoln/Juarez Bridge, Laredo, TX",2
ACCT00577,2,1,1,0,0,17,4,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",4
ACCT01794,4,0,1,2,1,15,6,"Brownsville, TX; Normal non-reference transaction location; Blvd Dolores del Rio No. 704, Queretaro; Bachigualato, Culiacan, Sinaloa",4
ACCT00444,1,0,0,1,0,3,3,"San Luis, AZ",2
ACCT01344,1,0,0,0,1,2,2,Normal non-reference transaction location,2
ACCT00445,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00649,2,1,1,0,0,17,2,"Normal non-reference transaction location; Av Central 450, Reynosa, Tamaulipas",2
ACCT00446,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT00765,4,3,1,0,0,37,4,"Normal non-reference transaction location; 2350 N Sam Houston Parkway East, Houston, TX",4
ACCT00447,4,1,1,1,1,22,4,"Normal non-reference transaction location; Anliang Dongyi Financial Plaza, Hefei, Anhui, China; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",3
ACCT01360,3,0,2,0,1,16,3,"Normal non-reference transaction location; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz; Rancho la Lagunita, Mezquital, Durango",2
ACCT00448,1,0,1,0,0,7,1,"Heroica Matamoros, Tamaulipas, Mexico",1
ACCT00729,4,0,2,2,0,20,4,"Normal non-reference transaction location; 2350 N Sam Houston Parkway East, Houston, TX; Heroica Matamoros, Tamaulipas, Mexico",4
ACCT00449,6,2,2,1,1,39,6,"Normal non-reference transaction location; Manzanillo, Colima, Mexico",6
ACCT00450,2,0,0,2,0,6,2,"Mexicali, Baja California, Mexico; Normal non-reference transaction location",2
ACCT00451,0,0,0,0,0,0,1,,1
ACCT01382,0,0,0,0,0,0,2,,2
ACCT00452,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT01393,2,1,0,0,1,12,2,Normal non-reference transaction location,2
ACCT00453,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00548,2,1,1,0,0,17,2,"Normal non-reference transaction location; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",2
ACCT00634,4,1,2,1,0,27,4,Normal non-reference transaction location,3
ACCT00455,4,0,2,1,1,19,4,Normal non-reference transaction location,4
ACCT01750,2,1,1,0,0,17,2,Normal non-reference transaction location,1
ACCT00456,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT02473,2,0,0,2,0,6,2,Normal non-reference transaction location,2
ACCT02485,2,0,0,0,2,4,2,"Normal non-reference transaction location; Cadereyta Jimenez, Nuevo Leon, Mexico",2
ACCT00458,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01568,4,3,0,1,0,33,4,Normal non-reference transaction location,4
ACCT00460,2,0,2,0,0,14,2,"Normal non-reference transaction location; Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",1
ACCT01166,2,0,2,0,0,14,3,"Normal non-reference transaction location; Xiamen Section, China Pilot Free Trade Zone",2
ACCT00461,1,0,1,0,0,7,1,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",1
ACCT01338,2,0,2,0,0,14,2,"Normal non-reference transaction location; Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",2
ACCT00650,2,0,0,1,1,5,2,"Nogales, AZ; Avenida Marina Nacional No 329, Miguel Hidalgo, Ciudad de Mexico",2
ACCT00463,4,2,0,2,0,26,4,"Normal non-reference transaction location; Nogales, AZ; Av Central 450, Reynosa, Tamaulipas",4
ACCT00465,1,1,0,0,0,10,2,Normal non-reference transaction location,2
ACCT02149,3,0,2,1,0,17,4,"216 Zhongshan East Rd, Shijiazhuang, Hebei, China; Normal non-reference transaction location",3
ACCT00466,2,1,1,0,0,17,3,Normal non-reference transaction location,3
ACCT02056,2,1,1,0,0,17,3,Normal non-reference transaction location,3
ACCT00467,2,1,0,1,0,13,3,Normal non-reference transaction location,3
ACCT02388,4,1,0,2,1,18,4,Normal non-reference transaction location,3
ACCT00468,2,0,2,0,0,14,3,Normal non-reference transaction location,2
ACCT00469,2,0,1,1,0,10,2,"Normal non-reference transaction location; Altamira, Tamaulipas, Mexico",2
ACCT00737,2,0,0,2,0,6,2,Normal non-reference transaction location,1
ACCT00470,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT01997,2,0,1,1,0,10,2,"Normal non-reference transaction location; Badiraguato, Sinaloa, Mexico",1
ACCT00584,2,0,2,0,0,14,2,"Normal non-reference transaction location; Paseo International South, San Diego, CA",2
ACCT00472,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00473,2,1,0,0,1,12,2,"Normal non-reference transaction location; 5900 Highway 225, Deer Park, TX",2
ACCT01984,3,2,1,0,0,27,3,"Normal non-reference transaction location; Jiangsu Bangdeya New Material Technology Company, Changzhou, China",3
ACCT00474,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00475,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT02109,1,0,1,0,0,7,2,"Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",2
ACCT00476,1,1,0,0,0,10,1,"Cadereyta Jimenez, Nuevo Leon, Mexico",1
ACCT01846,3,2,0,1,0,23,3,"Normal non-reference transaction location; Cadereyta Jimenez, Nuevo Leon, Mexico",3
ACCT00477,3,1,1,1,0,20,4,Normal non-reference transaction location,3
ACCT01295,4,1,3,0,0,31,4,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",4
ACCT00478,1,0,0,0,1,2,1,Normal non-reference transaction location,1
ACCT00673,3,0,1,0,2,11,3,Normal non-reference transaction location,3
ACCT00479,0,0,0,0,0,0,1,,1
ACCT01252,1,0,0,1,0,3,2,Normal non-reference transaction location,2
ACCT00480,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT02486,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01072,3,1,0,2,0,16,3,Normal non-reference transaction location,2
ACCT00482,2,0,0,1,1,5,2,Normal non-reference transaction location,2
ACCT01289,6,0,2,4,0,26,6,Normal non-reference transaction location,5
ACCT02321,2,1,0,1,0,13,2,"Normal non-reference transaction location; PRC Corridor to Sinaloa, Mexico Corridor",2
ACCT00484,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT01308,3,2,1,0,0,27,3,"Normal non-reference transaction location; Lincoln/Juarez Bridge, Laredo, TX",3
ACCT00485,1,0,1,0,0,7,1,Normal non-reference transaction location,1
ACCT01773,1,0,1,0,0,7,2,Normal non-reference transaction location,2
ACCT00486,2,0,1,1,0,10,2,"Normal non-reference transaction location; Xiamen Section, China Pilot Free Trade Zone",2
ACCT01881,4,0,3,1,0,24,4,"Normal non-reference transaction location; 4215 Ketcham Street, Elmhurst, NY; Bachigualato, Culiacan, Sinaloa",4
ACCT00487,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT00488,1,0,0,1,0,3,1,Normal non-reference transaction location,1
ACCT00726,2,0,1,1,0,10,2,Normal non-reference transaction location,2
ACCT00489,3,0,3,0,0,21,3,"Normal non-reference transaction location; Lazaro Cardenas Port, Michoacan, Mexico",3
ACCT01680,2,0,2,0,0,14,2,Normal non-reference transaction location,2
ACCT00490,2,0,1,0,1,9,2,Normal non-reference transaction location,1
ACCT00491,0,0,0,0,0,0,2,,2
ACCT00493,1,0,0,1,0,3,1,"111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001",1
ACCT00494,1,0,0,1,0,3,1,"Bachigualato, Culiacan, Sinaloa",1
ACCT01291,1,0,0,1,0,3,2,"Bachigualato, Culiacan, Sinaloa",2
ACCT00495,1,1,0,0,0,10,1,Normal non-reference transaction location,1
ACCT00529,2,2,0,0,0,20,2,"Normal non-reference transaction location; Henan Ruiju Biotechnology, Zhengzhou, Henan, China",2
ACCT00714,4,1,2,1,0,27,4,Normal non-reference transaction location,4
ACCT00497,3,2,0,1,0,23,3,Normal non-reference transaction location,3
