transaction_id,sender,receiver,amount,sender_lat,sender_lon,receiver_lat,receiver_lon,date,datetime_group,payment_type,geo_flag,sender_country,receiver_country,sender_city,receiver_city,route_corridor,merchant_name,merchant_type,country,market,geo_distance_band,geo_risk_points,latitude,longitude,location_id,location_address,location_category,memo
TX0000444,ACCT00444,ACCT01344,6622.53,26.718432,-111.234677,18.748692,-88.691424,2025-03-28,2025-03-28 05:05,equity_trade,0,CN,CN,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Online Marketplace Store,ecommerce,CN,SSE,outside_1800m,0,30.051082,104.993117,NONE,Normal non-reference transaction location,normal_location,invoice payment
TX0000445,ACCT00445,ACCT00649,5653.3,29.17667,-104.865957,20.119716,-78.287897,2025-01-17,2025-01-17 01:54,brokerage_transfer,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Construction Materials Export,construction,HK,SSE,between_501_1000m,7,22.490004,114.158934,NONE,Normal non-reference transaction location,normal_location,fuel transport fee
TX0000446,ACCT00446,ACCT00765,6134.62,28.819308,-93.611045,37.56857,-92.143321,2025-01-04,2025-01-04 19:28,remittance,0,CA,CA,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Auto Parts Warehouse,auto_parts,CA,NONE,between_501_1000m,7,31.535149,-89.478404,NONE,Normal non-reference transaction location,normal_location,monthly services
TX0000447,ACCT00447,ACCT01360,7655.03,29.566037,-97.269138,26.457608,-111.684063,2025-03-29,2025-03-29 14:36,bank_transfer,1,US,US,"Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz","Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",veracruz_fuel_hub,Suncoast Hardware,hardware,US,NONE,between_1600_1800m,2,17.971056,-94.539013,GEO022,"Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",veracruz_fuel_hub,consulting fee
TX0000448,ACCT00448,ACCT00729,7390.06,37.650805,-75.718925,19.549055,-86.022312,2025-04-27,2025-04-27 10:24,cashapp,1,MX,MX,"Heroica Matamoros, Tamaulipas, Mexico","Heroica Matamoros, Tamaulipas, Mexico",tamaulipas_texas_corridor,Construction Materials Export,construction,MX,NONE,between_501_1000m,7,25.839433,-97.521963,GEO034,"Heroica Matamoros, Tamaulipas, Mexico",tamaulipas_texas_corridor,fuel transport fee
TX0000449,ACCT00449,ACCT00306,4466.6,17.904573,-80.264673,22.044461,-104.158878,2025-04-29,2025-04-29 03:58,crypto_exchange,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Tampa Grocery Market,normal_retail,MX,NONE,between_501_1000m,7,25.729654,-108.656853,NONE,Normal non-reference transaction location,normal_location,retail purchase
TX0000450,ACCT00450,ACCT01162,8061.43,35.186355,-117.697306,25.663678,-107.424553,2025-04-09,2025-04-09 02:02,brokerage_transfer,1,US,US,"Mexicali, Baja California, Mexico","Mexicali, Baja California, Mexico",border_crossing_or_port_entry,Auto Parts Warehouse,auto_parts,US,LSE,between_1001_1599m,3,32.66542,-115.465804,GEO038,"Mexicali, Baja California, Mexico",border_crossing_or_port_entry,restaurant supply order
TX0000451,ACCT00451,ACCT01382,8201.03,21.266603,-112.199642,39.992123,-77.028096,2025-04-05,2025-04-05 21:17,derivatives_trade,0,CN,CN,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Auto Parts Warehouse,auto_parts,CN,SSE,outside_1800m,0,27.711891,116.540847,NONE,Normal non-reference transaction location,normal_location,student expense
TX0000452,ACCT00452,ACCT01393,5819.22,31.805806,-100.637846,31.879094,-85.746812,2025-03-03,2025-03-03 01:33,venmo,0,CN,CN,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Small Business Consulting,consulting,CN,NONE,under_500m,10,27.118533,112.876371,NONE,Normal non-reference transaction location,normal_location,equipment purchase
TX0000453,ACCT00453,ACCT00548,5354.87,38.251571,-94.618423,26.968832,-95.970797,2025-01-25,2025-01-25 02:08,venmo,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Hardware Bulk Supply,hardware,MX,NONE,under_500m,10,17.884767,-94.11281,NONE,Normal non-reference transaction location,normal_location,chemical sample invoice
TX0000454,ACCT00454,ACCT00634,3293.74,30.184978,-109.825637,27.548876,-112.55816,2025-04-21,2025-04-21 18:02,brokerage_transfer,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Small Business Consulting,consulting,US,NYSE,between_501_1000m,7,28.857423,-115.194253,NONE,Normal non-reference transaction location,normal_location,fuel purchase
TX0000455,ACCT00455,ACCT01750,1282.85,40.139636,-82.479174,37.536776,-93.69264,2025-04-13,2025-04-13 10:42,paypal,0,CN,CN,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Small Business Consulting,consulting,CN,NONE,between_501_1000m,7,27.851845,109.910154,NONE,Normal non-reference transaction location,normal_location,restaurant supply order
TX0000456,ACCT00456,ACCT02473,1436.42,35.233895,-77.020143,34.250351,-108.359326,2025-04-16,2025-04-16 18:28,bank_transfer,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Restaurant Services Group,restaurant,US,NONE,between_1001_1599m,3,35.667528,-91.992898,NONE,Normal non-reference transaction location,normal_location,monthly services
TX0000457,ACCT00457,ACCT02485,3014.71,29.83975,-76.406384,36.168609,-76.485366,2025-04-14,2025-04-14 21:56,crypto_exchange,1,MX,MX,"Cadereyta Jimenez, Nuevo Leon, Mexico","Cadereyta Jimenez, Nuevo Leon, Mexico",oil_smuggling_corridor,Auto Parts Warehouse,auto_parts,MX,NONE,between_1600_1800m,2,25.582981,-99.950156,GEO024,"Cadereyta Jimenez, Nuevo Leon, Mexico",oil_smuggling_corridor,fuel purchase
TX0000458,ACCT00458,ACCT00612,4099.28,38.879707,-92.055287,40.812282,-114.280848,2025-03-24,2025-03-24 18:10,brokerage_transfer,0,CN,CN,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Front Company Holdings,front_shell_company,CN,HKEX,between_1001_1599m,3,35.228598,106.664174,NONE,Normal non-reference transaction location,normal_location,fuel transport fee
TX0000459,ACCT00459,ACCT01568,3833.92,35.238848,-76.041891,21.750832,-89.966169,2025-02-21,2025-02-21 03:08,cashapp,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Marketing Services LLC,possible_front_business,US,NONE,between_1001_1599m,3,35.587483,-76.500059,NONE,Normal non-reference transaction location,normal_location,chemical sample invoice
TX0000460,ACCT00460,ACCT01166,4929.3,20.091378,-80.200388,31.193629,-86.471844,2025-01-03,2025-01-03 17:43,equity_trade,0,CN,CN,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Online Marketplace Store,ecommerce,CN,JPX,between_501_1000m,7,24.423417,114.330142,NONE,Normal non-reference transaction location,normal_location,invoice payment
TX0000461,ACCT00461,ACCT01338,2256.38,27.139035,-101.717984,20.886893,-107.613694,2025-03-11,2025-03-11 11:24,remittance,1,HK,HK,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China","Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",prc_precursor_chemical_zone,Campus Book Supply,education_retail,HK,NONE,between_501_1000m,7,38.124168,114.602201,GEO010,"Hebei Blvd, Zhengding, Shijiazhuang, Hebei, China",prc_precursor_chemical_zone,invoice payment
TX0000462,ACCT00462,ACCT00650,2174.95,30.546279,-83.421438,27.835367,-98.956489,2025-04-16,2025-04-16 21:40,bank_transfer,1,US,US,"Nogales, AZ","Nogales, AZ",border_crossing_or_port_entry,Mobile Phone Payment,personal_transfer,US,NONE,between_1600_1800m,2,31.342582,-110.958901,GEO040,"Nogales, AZ",border_crossing_or_port_entry,invoice payment
TX0000463,ACCT00463,ACCT02107,2007.64,28.735621,-98.928762,18.022963,-117.409194,2025-01-16,2025-01-16 01:13,bank_transfer,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,General Logistics LLC,logistics,HK,NONE,under_500m,10,22.210468,114.365926,NONE,Normal non-reference transaction location,normal_location,restaurant supply order
TX0000464,ACCT00464,ACCT00327,1545.09,25.374406,-79.326796,33.232787,-97.893108,2025-01-07,2025-01-07 09:23,derivatives_trade,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Campus Book Supply,education_retail,US,LSE,between_1001_1599m,3,25.396642,-93.438833,NONE,Normal non-reference transaction location,normal_location,student expense
TX0000465,ACCT00465,ACCT02149,3566.8,19.795509,-97.888088,28.655688,-96.968862,2025-01-31,2025-01-31 04:44,crypto_exchange,1,US,US,"Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz","Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",veracruz_fuel_hub,Front Company Holdings,front_shell_company,US,NONE,outside_1800m,0,17.965608,-94.539916,GEO022,"Refineria Lazaro Cardenas del Rio, Minatitlan, Veracruz",veracruz_fuel_hub,misc import fee
TX0000466,ACCT00466,ACCT02056,5455.77,33.443737,-81.385061,26.17331,-92.955609,2025-01-05,2025-01-05 18:19,crypto_exchange,0,CA,CA,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Small Business Consulting,consulting,CA,NONE,between_501_1000m,7,24.966595,-90.484142,NONE,Normal non-reference transaction location,normal_location,fuel purchase
TX0000467,ACCT00467,ACCT02388,1462.15,17.631367,-96.972919,29.37371,-81.108382,2025-03-14,2025-03-14 03:39,crypto_exchange,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Marketing Services LLC,possible_front_business,HK,NONE,between_1001_1599m,3,22.495218,114.196193,NONE,Normal non-reference transaction location,normal_location,industrial solvent order
TX0000468,ACCT00468,ACCT00343,327.42,38.459926,-104.314867,20.317775,-83.89753,2025-02-26,2025-02-26 00:46,derivatives_trade,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Mobile Phone Payment,personal_transfer,MX,JPX,between_501_1000m,7,18.059141,-100.054837,NONE,Normal non-reference transaction location,normal_location,restaurant supply order
TX0000469,ACCT00469,ACCT00737,7944.87,23.489987,-110.559275,33.089896,-92.813999,2025-04-18,2025-04-18 06:24,paypal,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Everyday Fuel Stop,normal_fuel,US,NONE,between_1001_1599m,3,32.99495,-81.594319,NONE,Normal non-reference transaction location,normal_location,monthly services
TX0000470,ACCT00470,ACCT01997,3054.58,21.361406,-89.200062,38.234419,-76.319781,2025-02-06,2025-02-06 21:57,derivatives_trade,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Marketing Services LLC,possible_front_business,MX,JPX,between_1001_1599m,3,23.903592,-92.26621,NONE,Normal non-reference transaction location,normal_location,misc import fee
TX0000471,ACCT00471,ACCT00584,4678.78,26.603133,-86.649048,22.470849,-116.151043,2025-01-21,2025-01-21 11:37,venmo,1,HK,HK,"Paseo International South, San Diego, CA","Paseo International South, San Diego, CA",border_crossing_or_port_entry,Mobile Phone Payment,personal_transfer,HK,NONE,between_501_1000m,7,32.561438,-116.947153,GEO037,"Paseo International South, San Diego, CA",border_crossing_or_port_entry,restaurant supply order
TX0000472,ACCT00472,ACCT00838,2950.78,30.351051,-113.7522,24.978817,-80.647355,2025-04-02,2025-04-02 13:06,venmo,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,General Logistics LLC,logistics,US,NONE,under_500m,10,25.700654,-108.037911,NONE,Normal non-reference transaction location,normal_location,invoice payment
TX0000473,ACCT00473,ACCT01984,4902.37,37.79117,-97.222372,30.227671,-113.639585,2025-04-25,2025-04-25 23:04,derivatives_trade,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Auto Parts Warehouse,auto_parts,US,NYSE,under_500m,10,25.669294,-94.571034,NONE,Normal non-reference transaction location,normal_location,restaurant supply order
TX0000474,ACCT00474,ACCT01280,4989.53,37.275644,-82.85293,40.872417,-106.912157,2025-03-30,2025-03-30 02:20,brokerage_transfer,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Fuel Transport Services,fuel_transport,MX,NYSE,outside_1800m,0,27.835724,-95.934786,NONE,Normal non-reference transaction location,normal_location,chemical sample invoice
TX0000475,ACCT00475,ACCT02109,3605.91,24.169121,-74.292636,23.005226,-115.886876,2025-03-16,2025-03-16 08:20,brokerage_transfer,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Oilfield Waste Transport,hazardous_material_transport,MX,LSE,outside_1800m,0,26.76991,-107.664884,NONE,Normal non-reference transaction location,normal_location,chemical sample invoice
TX0000476,ACCT00476,ACCT01846,3150.06,37.502917,-109.705359,27.049615,-86.473071,2025-04-11,2025-04-11 09:49,brokerage_transfer,1,US,US,"Cadereyta Jimenez, Nuevo Leon, Mexico","Cadereyta Jimenez, Nuevo Leon, Mexico",oil_smuggling_corridor,Cross Border Logistics Group,cross_border_logistics,US,LSE,under_500m,10,25.58554,-99.944397,GEO024,"Cadereyta Jimenez, Nuevo Leon, Mexico",oil_smuggling_corridor,hazardous materials transport
TX0000477,ACCT00477,ACCT01295,848.09,23.028825,-82.140312,32.346029,-73.298192,2025-03-20,2025-03-20 02:24,bank_transfer,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Front Company Holdings,front_shell_company,US,NONE,under_500m,10,38.628589,-81.681581,NONE,Normal non-reference transaction location,normal_location,bulk supply payment
TX0000478,ACCT00478,ACCT00673,7087.55,25.211608,-98.646233,33.714423,-85.17267,2025-03-23,2025-03-23 13:04,cashapp,0,CN,CN,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Chemical Import Services,chemical_importer,CN,NONE,between_1600_1800m,2,35.237484,119.805461,NONE,Normal non-reference transaction location,normal_location,chemical sample invoice
TX0000479,ACCT00479,ACCT01252,1009.13,27.738786,-83.361208,31.754639,-84.858446,2025-03-25,2025-03-25 11:18,crypto_exchange,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Campus Book Supply,education_retail,US,NONE,outside_1800m,0,27.466621,-86.492514,NONE,Normal non-reference transaction location,normal_location,monthly services
TX0000480,ACCT00480,ACCT02486,3329.15,30.087648,-80.661542,23.402368,-77.77926,2025-04-11,2025-04-11 12:15,bank_transfer,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Campus Book Supply,education_retail,US,NONE,between_501_1000m,7,40.661774,-104.725014,NONE,Normal non-reference transaction location,normal_location,invoice payment
TX0000481,ACCT00481,ACCT01072,4075.19,17.37367,-87.119182,35.135642,-81.979612,2025-02-03,2025-02-03 13:03,derivatives_trade,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Online Marketplace Store,ecommerce,US,NASDAQ,between_1001_1599m,3,32.205383,-83.138924,NONE,Normal non-reference transaction location,normal_location,monthly services
TX0000482,ACCT00482,ACCT01289,5811.03,37.684349,-73.607694,29.970729,-74.642189,2025-03-03,2025-03-03 18:44,cashapp,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Mobile Phone Payment,personal_transfer,HK,NONE,between_1001_1599m,3,22.19302,114.286134,NONE,Normal non-reference transaction location,normal_location,fuel purchase
TX0000483,ACCT00483,ACCT02321,1484.41,18.512738,-94.50903,28.071419,-100.926891,2025-01-27,2025-01-27 05:33,derivatives_trade,1,US,US,"PRC Corridor to Sinaloa, Mexico Corridor","PRC Corridor to Sinaloa, Mexico Corridor",sinaloa_fentanyl_corridor,Small Business Consulting,consulting,US,NYSE,under_500m,10,24.995652,-107.474824,GEO008,"PRC Corridor to Sinaloa, Mexico Corridor",sinaloa_fentanyl_corridor,retail purchase
TX0000484,ACCT00484,ACCT01308,2399.75,20.318065,-103.831217,26.808033,-73.79011,2025-03-25,2025-03-25 07:41,paypal,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Tampa Grocery Market,normal_retail,MX,NONE,between_501_1000m,7,28.496515,-99.939725,NONE,Normal non-reference transaction location,normal_location,fuel purchase
TX0000485,ACCT00485,ACCT01773,23113.15,40.682757,-117.928646,27.728503,-103.423105,2025-04-25,2025-04-25 21:24,equity_trade,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,PRC Chemical Supply Trading,chemical_supplier_prc,US,HKEX,between_501_1000m,7,26.384668,-115.756075,NONE,Normal non-reference transaction location,normal_location,misc import fee
TX0000486,ACCT00486,ACCT01881,7637.66,32.849884,-96.161722,31.744765,-101.616204,2025-04-11,2025-04-11 00:33,venmo,0,MX,MX,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Small Business Consulting,consulting,MX,NONE,between_501_1000m,7,24.087176,-86.154798,NONE,Normal non-reference transaction location,normal_location,restaurant supply order
TX0000487,ACCT00487,ACCT00061,7948.04,29.251922,-74.281806,19.826685,-96.100395,2025-02-08,2025-02-08 02:35,bank_transfer,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Auto Parts Warehouse,auto_parts,HK,NONE,between_501_1000m,7,22.413586,114.016724,NONE,Normal non-reference transaction location,normal_location,shipping payment
TX0000488,ACCT00488,ACCT00726,520.12,34.304146,-101.510139,38.989948,-113.264389,2025-01-21,2025-01-21 04:38,crypto_exchange,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Everyday Fuel Stop,normal_fuel,US,NONE,between_1001_1599m,3,40.931253,-78.457663,NONE,Normal non-reference transaction location,normal_location,fuel purchase
TX0000489,ACCT00489,ACCT01680,8431.54,38.29818,-78.153453,23.719965,-115.371516,2025-02-05,2025-02-05 01:29,cashapp,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Mobile Phone Payment,personal_transfer,US,NONE,between_501_1000m,7,39.712678,-91.281752,NONE,Normal non-reference transaction location,normal_location,fuel purchase
TX0000490,ACCT00490,ACCT00005,2725.31,25.705456,-75.384808,37.692671,-98.173499,2025-03-20,2025-03-20 05:54,crypto_exchange,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Hardware Bulk Supply,hardware,HK,NONE,between_1600_1800m,2,22.399013,113.826172,NONE,Normal non-reference transaction location,normal_location,bulk supply payment
TX0000491,ACCT00491,ACCT00577,7363.67,39.957197,-83.5304,26.92207,-85.028389,2025-04-13,2025-04-13 18:33,crypto_exchange,0,CA,CA,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Auto Parts Warehouse,auto_parts,CA,NONE,outside_1800m,0,23.287627,-107.145458,NONE,Normal non-reference transaction location,normal_location,retail purchase
TX0000492,ACCT00492,ACCT01794,4537.39,17.934027,-98.682988,21.650147,-93.342084,2025-02-02,2025-02-02 16:48,venmo,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Suncoast Hardware,hardware,US,NONE,outside_1800m,0,29.368136,-94.353509,NONE,Normal non-reference transaction location,normal_location,student expense
TX0000493,ACCT00493,ACCT00206,7134.77,19.571363,-95.797697,33.796092,-85.122106,2025-02-20,2025-02-20 11:28,brokerage_transfer,1,US,US,"111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001","111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001",international_business_location,Retail Gas Holdings,fuel_company,US,TSX,between_1001_1599m,3,28.215955,82.297059,GEO001,"111 Jalnidhi Complex, Opp. Bahumali Building, Surat, Gujarat 395001",international_business_location,cross-border freight
TX0000494,ACCT00494,ACCT01291,17504.38,40.087494,-117.524095,37.638358,-83.820405,2025-04-15,2025-04-15 08:44,paypal,1,CN,CN,"Bachigualato, Culiacan, Sinaloa","Bachigualato, Culiacan, Sinaloa",sinaloa_fentanyl_corridor,PRC Chemical Supply Trading,chemical_supplier_prc,CN,NONE,between_1001_1599m,3,24.78238,-107.474889,GEO021,"Bachigualato, Culiacan, Sinaloa",sinaloa_fentanyl_corridor,bulk supply payment
TX0000495,ACCT00495,ACCT00529,5498.19,18.155468,-73.784477,23.908295,-87.510771,2025-03-01,2025-03-01 19:35,bank_transfer,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Auto Parts Warehouse,auto_parts,US,NONE,under_500m,10,35.662833,-81.026021,NONE,Normal non-reference transaction location,normal_location,shipping payment
TX0000496,ACCT00496,ACCT00714,455.29,28.685427,-75.67434,17.313157,-117.135029,2025-03-11,2025-03-11 11:22,venmo,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Online Marketplace Store,ecommerce,US,NONE,between_1001_1599m,3,25.532123,-100.844817,NONE,Normal non-reference transaction location,normal_location,equipment purchase
TX0000497,ACCT00497,ACCT01609,5405.2,26.107591,-106.520326,38.572255,-109.73598,2025-03-04,2025-03-04 14:24,cashapp,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Campus Book Supply,education_retail,US,NONE,under_500m,10,26.166057,-110.011721,NONE,Normal non-reference transaction location,normal_location,equipment purchase
TX0000498,ACCT00498,ACCT02277,11140.59,17.155885,-77.662688,25.028282,-74.112571,2025-04-27,2025-04-27 13:32,remittance,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Online Chemical Vendor,ecommerce_chemical_vendor,US,NONE,outside_1800m,0,37.713253,-91.035484,NONE,Normal non-reference transaction location,normal_location,bulk supply payment
TX0000499,ACCT00499,ACCT00580,22523.38,19.180019,-102.508649,20.890463,-85.883758,2025-02-28,2025-02-28 11:22,derivatives_trade,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Oilfield Waste Transport,hazardous_material_transport,US,NASDAQ,between_1001_1599m,3,27.017317,-77.355448,NONE,Normal non-reference transaction location,normal_location,warehouse transfer
TX0000500,ACCT00500,ACCT02061,7494.51,33.895465,-113.761163,30.344311,-115.999432,2025-02-25,2025-02-25 06:34,brokerage_transfer,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Everyday Fuel Stop,normal_fuel,US,LSE,under_500m,10,32.42,-74.277833,NONE,Normal non-reference transaction location,normal_location,online order
TX0000501,ACCT00501,ACCT00566,7309.41,40.505176,-111.912837,39.692345,-115.337819,2025-01-22,2025-01-22 23:48,crypto_exchange,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Chemical Import Services,chemical_importer,US,NONE,under_500m,10,27.039373,-76.448802,NONE,Normal non-reference transaction location,normal_location,logistics handling
TX0000502,ACCT00502,ACCT00898,2124.38,20.135427,-113.790833,25.051164,-115.883433,2025-04-20,2025-04-20 04:08,crypto_exchange,0,CA,CA,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Suncoast Hardware,hardware,CA,NONE,between_501_1000m,7,21.035721,-81.157695,NONE,Normal non-reference transaction location,normal_location,monthly services
TX0000503,ACCT00503,ACCT01703,7324.86,22.950596,-74.558759,29.989094,-105.584244,2025-03-29,2025-03-29 21:47,paypal,1,CA,CA,"Heroica Matamoros, Tamaulipas, Mexico","Heroica Matamoros, Tamaulipas, Mexico",tamaulipas_texas_corridor,Construction Materials Export,construction,CA,NONE,between_1001_1599m,3,25.837393,-97.513797,GEO034,"Heroica Matamoros, Tamaulipas, Mexico",tamaulipas_texas_corridor,chemical sample invoice
TX0000504,ACCT00504,ACCT00627,2488.9,40.167496,-100.381769,21.712332,-104.22237,2025-01-11,2025-01-11 18:32,equity_trade,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Mobile Phone Payment,personal_transfer,US,Euronext,between_1600_1800m,2,29.075771,-89.166727,NONE,Normal non-reference transaction location,normal_location,online order
TX0000505,ACCT00505,ACCT00887,2317.06,29.811223,-95.815346,40.671888,-75.233305,2025-04-11,2025-04-11 13:42,cashapp,1,HK,HK,"Matamoros, Tamaulipas, Mexico","Matamoros, Tamaulipas, Mexico",tamaulipas_texas_corridor,Small Business Consulting,consulting,HK,NONE,between_1001_1599m,3,25.851297,-97.491962,GEO033,"Matamoros, Tamaulipas, Mexico",tamaulipas_texas_corridor,shipping payment
TX0000506,ACCT00506,ACCT00922,6025.0,17.671746,-73.893797,23.409828,-79.13948,2025-02-01,2025-02-01 08:12,bank_transfer,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Everyday Fuel Stop,normal_fuel,HK,NONE,between_1600_1800m,2,22.367384,114.099705,NONE,Normal non-reference transaction location,normal_location,monthly services
TX0000507,ACCT00507,ACCT00261,10823.63,39.207033,-75.841908,39.009561,-104.214273,2025-02-25,2025-02-25 06:57,remittance,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Fuel Transport Services,fuel_transport,US,NONE,under_500m,10,39.53214,-93.083733,NONE,Normal non-reference transaction location,normal_location,industrial solvent order
TX0000508,ACCT00508,ACCT00487,5555.11,39.583007,-81.253989,24.223938,-103.74693,2025-02-04,2025-02-04 05:24,paypal,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Hardware Bulk Supply,hardware,HK,NONE,between_501_1000m,7,22.199125,114.338356,NONE,Normal non-reference transaction location,normal_location,industrial solvent order
TX0000509,ACCT00509,ACCT02249,6945.89,23.234278,-80.013631,32.611684,-87.457933,2025-02-27,2025-02-27 02:58,derivatives_trade,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Campus Book Supply,education_retail,US,Euronext,under_500m,10,36.82599,-111.717745,NONE,Normal non-reference transaction location,normal_location,shipping payment
TX0000510,ACCT00510,ACCT01142,6929.25,25.819703,-88.791528,32.798847,-115.946637,2025-04-27,2025-04-27 01:41,bank_transfer,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Online Marketplace Store,ecommerce,HK,NONE,under_500m,10,22.125153,114.356543,NONE,Normal non-reference transaction location,normal_location,equipment purchase
TX0000511,ACCT00511,ACCT00356,10281.92,38.75562,-116.794496,32.477008,-92.097393,2025-03-05,2025-03-05 05:58,bank_transfer,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Retail Gas Holdings,fuel_company,US,NONE,between_1001_1599m,3,33.28956,-101.634025,NONE,Normal non-reference transaction location,normal_location,hazardous materials transport
TX0000512,ACCT00512,ACCT01451,13064.7,31.571223,-82.543951,19.899036,-95.245013,2025-01-29,2025-01-29 04:14,equity_trade,1,CA,CA,"5900 Highway 225, Deer Park, TX","5900 Highway 225, Deer Park, TX",oil_refinery_or_fuel_location,Fuel Transport Services,fuel_transport,CA,JPX,under_500m,10,29.710015,-95.121016,GEO004,"5900 Highway 225, Deer Park, TX",oil_refinery_or_fuel_location,chemical sample invoice
TX0000513,ACCT00513,ACCT01058,1293.6,40.579319,-111.626452,20.87326,-85.95681,2025-04-10,2025-04-10 12:30,venmo,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Mobile Phone Payment,personal_transfer,US,NONE,under_500m,10,40.426759,-73.838842,NONE,Normal non-reference transaction location,normal_location,equipment purchase
TX0000514,ACCT00514,ACCT01596,4551.16,19.508993,-107.365836,28.653604,-103.813511,2025-02-01,2025-02-01 20:50,crypto_exchange,0,HK,HK,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Everyday Fuel Stop,normal_fuel,HK,NONE,between_1600_1800m,2,22.37347,114.095066,NONE,Normal non-reference transaction location,normal_location,monthly services
TX0000515,ACCT00515,ACCT01134,23577.63,18.728501,-92.51981,39.039488,-102.600059,2025-04-12,2025-04-12 15:02,brokerage_transfer,0,US,US,Normal non-reference transaction location,Normal non-reference transaction location,normal_location,Online Chemical Vendor,ecommerce_chemical_vendor,US,SSE,between_501_1000m,7,30.892599,-99.878404,NONE,Normal non-reference transaction location,normal_location,cross-border freight
